geoid_o,geoid_d,lng_o,lat_o,lng_d,lat_d,date_range,visitor_flows,pop_flows
01,01,-86.8445209956579,32.75687994183124,-86.8445209956579,32.75687994183124,2020-06-13,1023904,11115791.0
01,02,-86.8445209956579,32.75687994183124,-151.25054883603903,63.78846947897309,2020-06-13,44,477.0
01,04,-86.8445209956579,32.75687994183124,-111.6644603390919,34.29309519459155,2020-06-13,364,3951.0
01,05,-86.8445209956579,32.75687994183124,-92.43923686174833,34.899772417519095,2020-06-13,771,8370.0
01,06,-86.8445209956579,32.75687994183124,-119.66384588674073,37.21530826027425,2020-06-13,652,7078.0
01,08,-86.8445209956579,32.75687994183124,-105.5478211203382,38.99853159698931,2020-06-13,469,5091.0
01,09,-86.8445209956579,32.75687994183124,-72.73825767764087,41.575164149895755,2020-06-13,58,629.0
01,10,-86.8445209956579,32.75687994183124,-75.45249262811382,38.99497528640482,2020-06-13,35,379.0
01,11,-86.8445209956579,32.75687994183124,-77.01629090354399,38.90477388790603,2020-06-13,39,423.0
01,12,-86.8445209956579,32.75687994183124,-82.46641838867941,28.477058414990193,2020-06-13,35132,381402.0
01,13,-86.8445209956579,32.75687994183124,-83.427140213775,32.63861711465599,2020-06-13,21773,236373.0
01,15,-86.8445209956579,32.75687994183124,-158.1099738068473,20.995111199008754,2020-06-13,24,260.0
01,16,-86.8445209956579,32.75687994183124,-114.6594139607683,44.389055086057056,2020-06-13,82,890.0
01,17,-86.8445209956579,32.75687994183124,-89.14863899339443,40.124200826969364,2020-06-13,782,8489.0
01,18,-86.8445209956579,32.75687994183124,-86.28183838774626,39.919869617317666,2020-06-13,665,7219.0
01,19,-86.8445209956579,32.75687994183124,-93.50009011569544,42.07464832674591,2020-06-13,214,2323.0
01,20,-86.8445209956579,32.75687994183124,-98.38015540415404,38.484727072453566,2020-06-13,225,2442.0
01,21,-86.8445209956579,32.75687994183124,-85.29055223275348,37.5266141736611,2020-06-13,1173,12734.0
01,22,-86.8445209956579,32.75687994183124,-91.81423318426776,30.909072897746587,2020-06-13,2548,27661.0
01,23,-86.8445209956579,32.75687994183124,-69.20275986278288,45.27432853102379,2020-06-13,64,694.0
01,24,-86.8445209956579,32.75687994183124,-76.68717734070266,38.946493962582316,2020-06-13,172,1867.0
01,25,-86.8445209956579,32.75687994183124,-71.503972041848,42.16009326868467,2020-06-13,67,727.0
01,26,-86.8445209956579,32.75687994183124,-85.73095291151435,44.874773603554026,2020-06-13,540,5862.0
01,27,-86.8445209956579,32.75687994183124,-94.19830560457335,46.3491103788664,2020-06-13,163,1769.0
01,28,-86.8445209956579,32.75687994183124,-89.65335940964671,32.71289227326224,2020-06-13,12802,138982.0
01,29,-86.8445209956579,32.75687994183124,-92.4774251950813,38.3676304410753,2020-06-13,786,8533.0
01,30,-86.8445209956579,32.75687994183124,-109.64520698796639,47.03342111039991,2020-06-13,126,1367.0
01,31,-86.8445209956579,32.75687994183124,-99.81085586033895,41.527151125231704,2020-06-13,134,1454.0
01,32,-86.8445209956579,32.75687994183124,-116.65524866805762,39.356185873030874,2020-06-13,199,2160.0
01,33,-86.8445209956579,32.75687994183124,-71.5712431674564,43.68023706030347,2020-06-13,40,434.0
01,34,-86.8445209956579,32.75687994183124,-74.65561230865505,40.11017985292258,2020-06-13,145,1574.0
01,35,-86.8445209956579,32.75687994183124,-106.1084438818861,34.42130099474041,2020-06-13,237,2572.0
01,36,-86.8445209956579,32.75687994183124,-75.59654322164518,42.92123354806042,2020-06-13,264,2866.0
01,37,-86.8445209956579,32.75687994183124,-79.1309089183765,35.52603039243224,2020-06-13,2291,24871.0
01,38,-86.8445209956579,32.75687994183124,-100.4693907950372,47.446310421753914,2020-06-13,30,325.0
01,39,-86.8445209956579,32.75687994183124,-82.70937700691634,40.415486910016305,2020-06-13,805,8739.0
01,40,-86.8445209956579,32.75687994183124,-97.50822793037415,35.58346465252368,2020-06-13,511,5547.0
01,41,-86.8445209956579,32.75687994183124,-120.60525631019901,43.94045138675371,2020-06-13,74,803.0
01,42,-86.8445209956579,32.75687994183124,-77.8389380062834,40.896700506451666,2020-06-13,422,4581.0
01,44,-86.8445209956579,32.75687994183124,-71.52472355562169,41.59463889844585,2020-06-13,15,162.0
01,45,-86.8445209956579,32.75687994183124,-80.86459715523999,33.87785606967731,2020-06-13,2064,22407.0
01,46,-86.8445209956579,32.75687994183124,-100.20335360994393,44.446642078499394,2020-06-13,112,1215.0
01,47,-86.8445209956579,32.75687994183124,-86.34341233023672,35.8429801436099,2020-06-13,14234,154528.0
01,48,-86.8445209956579,32.75687994183124,-99.31712096957119,31.447212191842507,2020-06-13,2693,29235.0
01,49,-86.8445209956579,32.75687994183124,-111.67824995489538,39.32376871301901,2020-06-13,203,2203.0
01,50,-86.8445209956579,32.75687994183124,-72.66263037415419,44.075248233178044,2020-06-13,8,86.0
01,51,-86.8445209956579,32.75687994183124,-78.66634949421768,37.510873096830124,2020-06-13,773,8391.0
01,53,-86.8445209956579,32.75687994183124,-120.59289987466929,47.41163921872467,2020-06-13,151,1639.0
01,54,-86.8445209956579,32.75687994183124,-80.61370689717371,38.64256709677464,2020-06-13,174,1888.0
01,55,-86.8445209956579,32.75687994183124,-89.73293305821664,44.63994410730462,2020-06-13,227,2464.0
01,56,-86.8445209956579,32.75687994183124,-107.55139421018234,42.999537462536004,2020-06-13,151,1639.0
01,72,-86.8445209956579,32.75687994183124,-66.41466678397286,18.21569833731172,2020-06-13,51,553.0
02,01,-151.25054883603903,63.78846947897309,-86.8445209956579,32.75687994183124,2020-06-13,22,563.0
02,02,-151.25054883603903,63.78846947897309,-151.25054883603903,63.78846947897309,2020-06-13,52007,1330935.0
02,04,-151.25054883603903,63.78846947897309,-111.6644603390919,34.29309519459155,2020-06-13,80,2047.0
02,05,-151.25054883603903,63.78846947897309,-92.43923686174833,34.899772417519095,2020-06-13,17,435.0
02,06,-151.25054883603903,63.78846947897309,-119.66384588674073,37.21530826027425,2020-06-13,134,3429.0
02,08,-151.25054883603903,63.78846947897309,-105.5478211203382,38.99853159698931,2020-06-13,27,690.0
02,09,-151.25054883603903,63.78846947897309,-72.73825767764087,41.575164149895755,2020-06-13,2,51.0
02,10,-151.25054883603903,63.78846947897309,-75.45249262811382,38.99497528640482,2020-06-13,3,76.0
02,12,-151.25054883603903,63.78846947897309,-82.46641838867941,28.477058414990193,2020-06-13,75,1919.0
02,13,-151.25054883603903,63.78846947897309,-83.427140213775,32.63861711465599,2020-06-13,46,1177.0
02,15,-151.25054883603903,63.78846947897309,-158.1099738068473,20.995111199008754,2020-06-13,9,230.0
02,16,-151.25054883603903,63.78846947897309,-114.6594139607683,44.389055086057056,2020-06-13,74,1893.0
02,17,-151.25054883603903,63.78846947897309,-89.14863899339443,40.124200826969364,2020-06-13,23,588.0
02,18,-151.25054883603903,63.78846947897309,-86.28183838774626,39.919869617317666,2020-06-13,18,460.0
02,19,-151.25054883603903,63.78846947897309,-93.50009011569544,42.07464832674591,2020-06-13,3,76.0
02,20,-151.25054883603903,63.78846947897309,-98.38015540415404,38.484727072453566,2020-06-13,14,358.0
02,21,-151.25054883603903,63.78846947897309,-85.29055223275348,37.5266141736611,2020-06-13,17,435.0
02,22,-151.25054883603903,63.78846947897309,-91.81423318426776,30.909072897746587,2020-06-13,26,665.0
02,24,-151.25054883603903,63.78846947897309,-76.68717734070266,38.946493962582316,2020-06-13,16,409.0
02,25,-151.25054883603903,63.78846947897309,-71.503972041848,42.16009326868467,2020-06-13,5,127.0
02,26,-151.25054883603903,63.78846947897309,-85.73095291151435,44.874773603554026,2020-06-13,15,383.0
02,27,-151.25054883603903,63.78846947897309,-94.19830560457335,46.3491103788664,2020-06-13,23,588.0
02,28,-151.25054883603903,63.78846947897309,-89.65335940964671,32.71289227326224,2020-06-13,9,230.0
02,29,-151.25054883603903,63.78846947897309,-92.4774251950813,38.3676304410753,2020-06-13,33,844.0
02,30,-151.25054883603903,63.78846947897309,-109.64520698796639,47.03342111039991,2020-06-13,35,895.0
02,31,-151.25054883603903,63.78846947897309,-99.81085586033895,41.527151125231704,2020-06-13,18,460.0
02,32,-151.25054883603903,63.78846947897309,-116.65524866805762,39.356185873030874,2020-06-13,28,716.0
02,34,-151.25054883603903,63.78846947897309,-74.65561230865505,40.11017985292258,2020-06-13,7,179.0
02,35,-151.25054883603903,63.78846947897309,-106.1084438818861,34.42130099474041,2020-06-13,35,895.0
02,36,-151.25054883603903,63.78846947897309,-75.59654322164518,42.92123354806042,2020-06-13,12,307.0
02,37,-151.25054883603903,63.78846947897309,-79.1309089183765,35.52603039243224,2020-06-13,43,1100.0
02,38,-151.25054883603903,63.78846947897309,-100.4693907950372,47.446310421753914,2020-06-13,21,537.0
02,39,-151.25054883603903,63.78846947897309,-82.70937700691634,40.415486910016305,2020-06-13,19,486.0
02,40,-151.25054883603903,63.78846947897309,-97.50822793037415,35.58346465252368,2020-06-13,49,1253.0
02,41,-151.25054883603903,63.78846947897309,-120.60525631019901,43.94045138675371,2020-06-13,130,3326.0
02,42,-151.25054883603903,63.78846947897309,-77.8389380062834,40.896700506451666,2020-06-13,28,716.0
02,44,-151.25054883603903,63.78846947897309,-71.52472355562169,41.59463889844585,2020-06-13,7,179.0
02,45,-151.25054883603903,63.78846947897309,-80.86459715523999,33.87785606967731,2020-06-13,20,511.0
02,46,-151.25054883603903,63.78846947897309,-100.20335360994393,44.446642078499394,2020-06-13,5,127.0
02,47,-151.25054883603903,63.78846947897309,-86.34341233023672,35.8429801436099,2020-06-13,22,563.0
02,48,-151.25054883603903,63.78846947897309,-99.31712096957119,31.447212191842507,2020-06-13,215,5502.0
02,49,-151.25054883603903,63.78846947897309,-111.67824995489538,39.32376871301901,2020-06-13,38,972.0
02,51,-151.25054883603903,63.78846947897309,-78.66634949421768,37.510873096830124,2020-06-13,40,1023.0
02,53,-151.25054883603903,63.78846947897309,-120.59289987466929,47.41163921872467,2020-06-13,642,16429.0
02,54,-151.25054883603903,63.78846947897309,-80.61370689717371,38.64256709677464,2020-06-13,5,127.0
02,55,-151.25054883603903,63.78846947897309,-89.73293305821664,44.63994410730462,2020-06-13,13,332.0
02,56,-151.25054883603903,63.78846947897309,-107.55139421018234,42.999537462536004,2020-06-13,6,153.0
04,01,-111.6644603390919,34.29309519459155,-86.8445209956579,32.75687994183124,2020-06-13,232,4173.0
04,02,-111.6644603390919,34.29309519459155,-151.25054883603903,63.78846947897309,2020-06-13,230,4137.0
04,04,-111.6644603390919,34.29309519459155,-111.6644603390919,34.29309519459155,2020-06-13,733888,13201466.0
04,05,-111.6644603390919,34.29309519459155,-92.43923686174833,34.899772417519095,2020-06-13,348,6259.0
04,06,-111.6644603390919,34.29309519459155,-119.66384588674073,37.21530826027425,2020-06-13,12714,228704.0
04,08,-111.6644603390919,34.29309519459155,-105.5478211203382,38.99853159698931,2020-06-13,3024,54396.0
04,09,-111.6644603390919,34.29309519459155,-72.73825767764087,41.575164149895755,2020-06-13,83,1493.0
04,10,-111.6644603390919,34.29309519459155,-75.45249262811382,38.99497528640482,2020-06-13,26,467.0
04,11,-111.6644603390919,34.29309519459155,-77.01629090354399,38.90477388790603,2020-06-13,25,449.0
04,12,-111.6644603390919,34.29309519459155,-82.46641838867941,28.477058414990193,2020-06-13,1112,20003.0
04,13,-111.6644603390919,34.29309519459155,-83.427140213775,32.63861711465599,2020-06-13,497,8940.0
04,15,-111.6644603390919,34.29309519459155,-158.1099738068473,20.995111199008754,2020-06-13,53,953.0
04,16,-111.6644603390919,34.29309519459155,-114.6594139607683,44.389055086057056,2020-06-13,1156,20794.0
04,17,-111.6644603390919,34.29309519459155,-89.14863899339443,40.124200826969364,2020-06-13,1483,26676.0
04,18,-111.6644603390919,34.29309519459155,-86.28183838774626,39.919869617317666,2020-06-13,722,12987.0
04,19,-111.6644603390919,34.29309519459155,-93.50009011569544,42.07464832674591,2020-06-13,691,12429.0
04,20,-111.6644603390919,34.29309519459155,-98.38015540415404,38.484727072453566,2020-06-13,557,10019.0
04,21,-111.6644603390919,34.29309519459155,-85.29055223275348,37.5266141736611,2020-06-13,241,4335.0
04,22,-111.6644603390919,34.29309519459155,-91.81423318426776,30.909072897746587,2020-06-13,289,5198.0
04,23,-111.6644603390919,34.29309519459155,-69.20275986278288,45.27432853102379,2020-06-13,108,1942.0
04,24,-111.6644603390919,34.29309519459155,-76.68717734070266,38.946493962582316,2020-06-13,158,2842.0
04,25,-111.6644603390919,34.29309519459155,-71.503972041848,42.16009326868467,2020-06-13,152,2734.0
04,26,-111.6644603390919,34.29309519459155,-85.73095291151435,44.874773603554026,2020-06-13,1136,20434.0
04,27,-111.6644603390919,34.29309519459155,-94.19830560457335,46.3491103788664,2020-06-13,1274,22917.0
04,28,-111.6644603390919,34.29309519459155,-89.65335940964671,32.71289227326224,2020-06-13,179,3219.0
04,29,-111.6644603390919,34.29309519459155,-92.4774251950813,38.3676304410753,2020-06-13,851,15308.0
04,30,-111.6644603390919,34.29309519459155,-109.64520698796639,47.03342111039991,2020-06-13,671,12070.0
04,31,-111.6644603390919,34.29309519459155,-99.81085586033895,41.527151125231704,2020-06-13,441,7932.0
04,32,-111.6644603390919,34.29309519459155,-116.65524866805762,39.356185873030874,2020-06-13,3770,67816.0
04,33,-111.6644603390919,34.29309519459155,-71.5712431674564,43.68023706030347,2020-06-13,100,1798.0
04,34,-111.6644603390919,34.29309519459155,-74.65561230865505,40.11017985292258,2020-06-13,185,3327.0
