geoid_o,geoid_d,lng_o,lat_o,lng_d,lat_d,date_range,visitor_flows,pop_flows
01,01,-86.8445209956579,32.75687994183124,-86.8445209956579,32.75687994183124,08/03/20 - 08/09/20,3127389,34388137.0
01,02,-86.8445209956579,32.75687994183124,-151.25054883603903,63.78846947897309,08/03/20 - 08/09/20,396,4354.0
01,04,-86.8445209956579,32.75687994183124,-111.6644603390919,34.29309519459155,08/03/20 - 08/09/20,1316,14470.0
01,05,-86.8445209956579,32.75687994183124,-92.43923686174833,34.899772417519095,08/03/20 - 08/09/20,2714,29842.0
01,06,-86.8445209956579,32.75687994183124,-119.66384588674073,37.21530826027425,08/03/20 - 08/09/20,2961,32558.0
01,08,-86.8445209956579,32.75687994183124,-105.5478211203382,38.99853159698931,08/03/20 - 08/09/20,2127,23388.0
01,09,-86.8445209956579,32.75687994183124,-72.73825767764087,41.575164149895755,08/03/20 - 08/09/20,480,5277.0
01,10,-86.8445209956579,32.75687994183124,-75.45249262811382,38.99497528640482,08/03/20 - 08/09/20,232,2551.0
01,11,-86.8445209956579,32.75687994183124,-77.01629090354399,38.90477388790603,08/03/20 - 08/09/20,177,1946.0
01,12,-86.8445209956579,32.75687994183124,-82.46641838867941,28.477058414990193,08/03/20 - 08/09/20,99146,1090189.0
01,13,-86.8445209956579,32.75687994183124,-83.427140213775,32.63861711465599,08/03/20 - 08/09/20,85723,942592.0
01,15,-86.8445209956579,32.75687994183124,-158.1099738068473,20.995111199008754,08/03/20 - 08/09/20,57,626.0
01,16,-86.8445209956579,32.75687994183124,-114.6594139607683,44.389055086057056,08/03/20 - 08/09/20,350,3848.0
01,17,-86.8445209956579,32.75687994183124,-89.14863899339443,40.124200826969364,08/03/20 - 08/09/20,2772,30480.0
01,18,-86.8445209956579,32.75687994183124,-86.28183838774626,39.919869617317666,08/03/20 - 08/09/20,2801,30799.0
01,19,-86.8445209956579,32.75687994183124,-93.50009011569544,42.07464832674591,08/03/20 - 08/09/20,572,6289.0
01,20,-86.8445209956579,32.75687994183124,-98.38015540415404,38.484727072453566,08/03/20 - 08/09/20,854,9390.0
01,21,-86.8445209956579,32.75687994183124,-85.29055223275348,37.5266141736611,08/03/20 - 08/09/20,5216,57354.0
01,22,-86.8445209956579,32.75687994183124,-91.81423318426776,30.909072897746587,08/03/20 - 08/09/20,7220,79389.0
